Region,Mun_City,Barangay,Bgy_Old names,"Urban / Rural
(based on 2020 CPH)",2020 Census Popn
Region XIII (Caraga),City of Butuan ,Sumile,,R,2399
Region XIII (Caraga),City of Butuan ,Don Francisco,,R,1316
Region XIII (Caraga),City of Butuan ,Pigdaulan,,R,2807
Region XIII (Caraga),City of Cabadbaran,Antonio Luna,,R,1335
Region XIII (Caraga),City of Cabadbaran,Bay-ang,,R,1580
Region XIII (Caraga),City of Cabadbaran,Bayabas,,R,1573
Region XIII (Caraga),City of Cabadbaran,Caasinan,,R,2016
Region XIII (Caraga),City of Cabadbaran,Cabinet,,R,2130
Region XIII (Caraga),City of Cabadbaran,Calamba,,R,2878
Region XIII (Caraga),City of Cabadbaran,Calibunan,,R,4139
Region XIII (Caraga),City of Cabadbaran,Comagascas,,R,4146
Region XIII (Caraga),City of Cabadbaran,Concepcion,,R,1137
Region XIII (Caraga),City of Cabadbaran,Del Pilar,,U,6181
Region XIII (Caraga),City of Cabadbaran,Katugasan,,R,1485
Region XIII (Caraga),City of Cabadbaran,Kauswagan,,R,3480
Region XIII (Caraga),City of Cabadbaran,La Union,,U,7400
Region XIII (Caraga),City of Cabadbaran,Mabini,,U,6661
Region XIII (Caraga),City of Cabadbaran,Poblacion 1,,R,789
Region XIII (Caraga),City of Cabadbaran,Poblacion 10,,R,547
Region XIII (Caraga),City of Cabadbaran,Poblacion 11,,U,552
Region XIII (Caraga),City of Cabadbaran,Poblacion 12,,R,2471
Region XIII (Caraga),City of Cabadbaran,Poblacion 2,,R,607
Region XIII (Caraga),City of Cabadbaran,Poblacion 3,,R,2306
Region XIII (Caraga),City of Cabadbaran,Poblacion 4,,U,1745
Region XIII (Caraga),City of Cabadbaran,Poblacion 5,,U,988
Region XIII (Caraga),City of Cabadbaran,Poblacion 6,,R,1262
Region XIII (Caraga),City of Cabadbaran,Poblacion 7,,R,2275
Region XIII (Caraga),City of Cabadbaran,Poblacion 8,,U,362
Region XIII (Caraga),City of Cabadbaran,Poblacion 9,,U,3797
Region XIII (Caraga),City of Cabadbaran,Puting Bato,,R,3362
Region XIII (Caraga),City of Cabadbaran,Sanghan,,R,3258
Region XIII (Caraga),City of Cabadbaran,Soriano,,U,2170
Region XIII (Caraga),City of Cabadbaran,Tolosa,,U,5998
Region XIII (Caraga),City of Cabadbaran,Mahaba,,R,1724
Region XIII (Caraga),Carmen,Cahayagan,,R,2521
Region XIII (Caraga),Carmen,Gosoon,,R,1858
Region XIII (Caraga),Carmen,Manoligao,,R,1238
Region XIII (Caraga),Carmen,Poblacion,,U,6799
Region XIII (Caraga),Carmen,Rojales,,R,3022
Region XIII (Caraga),Carmen,San Agustin,,R,1269
Region XIII (Caraga),Carmen,Tagcatong,,R,3789
Region XIII (Caraga),Carmen,Vinapor,,R,2676
Region XIII (Caraga),Jabonga,Baleguian,,R,2301
Region XIII (Caraga),Jabonga,Bangonay,,R,3361
Region XIII (Caraga),Jabonga,A. Beltran,,R,1077
Region XIII (Caraga),Jabonga,Bunga,,R,842
Region XIII (Caraga),Jabonga,Colorado,,R,1858
Region XIII (Caraga),Jabonga,Cuyago,,R,1949
Region XIII (Caraga),Jabonga,Libas,,R,1437
Region XIII (Caraga),Jabonga,Magdagooc,,R,1585
Region XIII (Caraga),Jabonga,Magsaysay,,R,1117
Region XIII (Caraga),Jabonga,Maraiging,,R,526
Region XIII (Caraga),Jabonga,Poblacion,,R,4004
Region XIII (Caraga),Jabonga,San Jose,,R,921
Region XIII (Caraga),Jabonga,San Pablo,,R,1299
Region XIII (Caraga),Jabonga,San Vicente,,R,1611
Region XIII (Caraga),Jabonga,Santo Niño,,R,967
Region XIII (Caraga),Kitcharao,Bangayan,,R,1694
Region XIII (Caraga),Kitcharao,Canaway,,R,1411
Region XIII (Caraga),Kitcharao,Hinimbangan,,R,359
Region XIII (Caraga),Kitcharao,Jaliobong,,R,2047
Region XIII (Caraga),Kitcharao,Mahayahay,,R,3035
Region XIII (Caraga),Kitcharao,Poblacion,,R,2372
Region XIII (Caraga),Kitcharao,San Isidro,,R,1167
Region XIII (Caraga),Kitcharao,San Roque,,R,2140
Region XIII (Caraga),Kitcharao,Sangay,,R,1252
Region XIII (Caraga),Kitcharao,Crossing,,U,3362
Region XIII (Caraga),Kitcharao,Songkoy,,R,2439
Region XIII (Caraga),Las Nieves,Ambacon,,R,1386
Region XIII (Caraga),Las Nieves,Bonifacio,,R,1223
Region XIII (Caraga),Las Nieves,Consorcia,,R,1383
Region XIII (Caraga),Las Nieves,Katipunan,,R,1093
Region XIII (Caraga),Las Nieves,Lingayao,,R,2713
Region XIII (Caraga),Las Nieves,Malicato,,R,1258
Region XIII (Caraga),Las Nieves,Maningalao,,R,1761
Region XIII (Caraga),Las Nieves,Marcos Calo,,R,876
Region XIII (Caraga),Las Nieves,Mat-i,,R,2304
Region XIII (Caraga),Las Nieves,Pinana-an,,R,1586
Region XIII (Caraga),Las Nieves,Poblacion,,R,1525
Region XIII (Caraga),Las Nieves,San Isidro,,R,1295
Region XIII (Caraga),Las Nieves,Tinucoran,,R,1198
Region XIII (Caraga),Las Nieves,Balungagan,,R,871
Region XIII (Caraga),Las Nieves,Eduardo G. Montilla,,R,1517
Region XIII (Caraga),Las Nieves,Durian,,R,3003
Region XIII (Caraga),Las Nieves,Ibuan,,R,1070
Region XIII (Caraga),Las Nieves,Rosario,,R,1622
Region XIII (Caraga),Las Nieves,San Roque,,R,524
Region XIII (Caraga),Las Nieves,Casiklan,,R,2032
Region XIII (Caraga),Magallanes,Buhang,,R,4006
Region XIII (Caraga),Magallanes,Caloc-an,,U,5298
Region XIII (Caraga),Magallanes,Guiasan,,R,1620
Region XIII (Caraga),Magallanes,Poblacion,,R,1829
Region XIII (Caraga),Magallanes,Taod-oy,,R,1238
Region XIII (Caraga),Magallanes,Marcos,,U,3734
Region XIII (Caraga),Magallanes,Santo Niño,,R,1864
Region XIII (Caraga),Magallanes,Santo Rosario,,R,2704
Region XIII (Caraga),Nasipit,Aclan,,R,2553
Region XIII (Caraga),Nasipit,Amontay,,U,1920
Region XIII (Caraga),Nasipit,Ata-atahon,,R,2047
Region XIII (Caraga),Nasipit,Camagong,,U,5634
Region XIII (Caraga),Nasipit,Cubi-cubi,,R,1682
Region XIII (Caraga),Nasipit,Culit,,R,3429
Region XIII (Caraga),Nasipit,Jaguimitan,,R,1585
Region XIII (Caraga),Nasipit,Kinabjangan,,R,3817
Region XIII (Caraga),Nasipit,Barangay 1 ,,R,1225
Region XIII (Caraga),Nasipit,Barangay 2 ,,R,1050
Region XIII (Caraga),Nasipit,Barangay 3 ,,R,994
Region XIII (Caraga),Nasipit,Barangay 4 ,,U,711
Region XIII (Caraga),Nasipit,Barangay 5 ,,U,1467
Region XIII (Caraga),Nasipit,Barangay 6 ,,R,1240
Region XIII (Caraga),Nasipit,Barangay 7 ,,U,2049
Region XIII (Caraga),Nasipit,Punta,,R,3902
Region XIII (Caraga),Nasipit,Santa Ana,,R,2810
Region XIII (Caraga),Nasipit,Talisay,,U,3911
Region XIII (Caraga),Nasipit,Triangulo,,U,2796
Region XIII (Caraga),Santiago,Curva,,R,2828
Region XIII (Caraga),Santiago,Jagupit,,R,3179
Region XIII (Caraga),Santiago,La Paz,,R,1888
Region XIII (Caraga),Santiago,Poblacion I,,U,6374
Region XIII (Caraga),Santiago,San Isidro,,R,2972
Region XIII (Caraga),Santiago,Tagbuyacan,,R,2525
Region XIII (Caraga),Santiago,Estanislao Morgado,,R,2027
Region XIII (Caraga),Santiago,Poblacion II,,R,4785
Region XIII (Caraga),Santiago,Pangaylan-IP,,R,2079
Region XIII (Caraga),Tubay,Binuangan,,R,1419
Region XIII (Caraga),Tubay,Cabayawa,,R,1597
Region XIII (Caraga),Tubay,Doña Rosario,,R,3089
Region XIII (Caraga),Tubay,La Fraternidad,,U,2343
Region XIII (Caraga),Tubay,Lawigan,,R,648
Region XIII (Caraga),Tubay,Poblacion 1,,R,1994
Region XIII (Caraga),Tubay,Poblacion 2,,R,3276
Region XIII (Caraga),Tubay,Santa Ana,,R,3462
Region XIII (Caraga),Tubay,Tagmamarkay,,R,1932
Region XIII (Caraga),Tubay,Tagpangahoy,,R,414
Region XIII (Caraga),Tubay,Tinigbasan,,R,980
Region XIII (Caraga),Tubay,Victory,,R,1443
Region XIII (Caraga),Tubay,Doña Telesfora,,R,3188
Region XIII (Caraga),Remedios T. Romualdez,Poblacion I,,R,2703
Region XIII (Caraga),Remedios T. Romualdez,Balangbalang,,R,2970
Region XIII (Caraga),Remedios T. Romualdez,Basilisa,,R,2311
Region XIII (Caraga),Remedios T. Romualdez,Humilog,,R,1719
Region XIII (Caraga),Remedios T. Romualdez,Panaytayon,,R,1000
Region XIII (Caraga),Remedios T. Romualdez,San Antonio,,R,2254
Region XIII (Caraga),Remedios T. Romualdez,Tagbongabong,,R,1982
Region XIII (Caraga),Remedios T. Romualdez,Poblacion II,,R,2216
Region XIII (Caraga),City of Bayugan,Calaitan,,R,1971
Region XIII (Caraga),City of Bayugan,Charito,,R,1384
Region XIII (Caraga),City of Bayugan,Fili,,R,3662
Region XIII (Caraga),City of Bayugan,Hamogaway,,R,1635
Region XIII (Caraga),City of Bayugan,Katipunan,,R,1145
Region XIII (Caraga),City of Bayugan,Mabuhay,,R,1999
Region XIII (Caraga),City of Bayugan,Marcelina,,R,3900
Region XIII (Caraga),City of Bayugan,Maygatasan,,U,4908
Region XIII (Caraga),City of Bayugan,Noli,,R,4836
Region XIII (Caraga),City of Bayugan,Osmeña,,R,1654
Region XIII (Caraga),City of Bayugan,Panaytay,,R,624
Region XIII (Caraga),City of Bayugan,Poblacion,,U,16853
Region XIII (Caraga),City of Bayugan,Sagmone,,R,1100
Region XIII (Caraga),City of Bayugan,Saguma,,R,2237
Region XIII (Caraga),City of Bayugan,Salvacion,,U,5568
Region XIII (Caraga),City of Bayugan,San Isidro,,R,1094
Region XIII (Caraga),City of Bayugan,Santa Irene,,R,4570
Region XIII (Caraga),City of Bayugan,Taglatawan,,U,12632
Region XIII (Caraga),City of Bayugan,Verdu,,R,1502
Region XIII (Caraga),City of Bayugan,Wawa,,R,1515
Region XIII (Caraga),City of Bayugan,Berseba,,R,1808
Region XIII (Caraga),City of Bayugan,Bucac,,R,4726
Region XIII (Caraga),City of Bayugan,Cagbas,,U,2601
Region XIII (Caraga),City of Bayugan,Canayugan,,R,1448
Region XIII (Caraga),City of Bayugan,Claro Cortez,,R,1067
Region XIII (Caraga),City of Bayugan,Gamao,,R,1172
Region XIII (Caraga),City of Bayugan,Getsemane,,R,446
Region XIII (Caraga),City of Bayugan,Grace Estate,,R,632
Region XIII (Caraga),City of Bayugan,Magkiangkang,,R,1723
Region XIII (Caraga),City of Bayugan,Mahayag,,R,757
Region XIII (Caraga),City of Bayugan,Montivesta,,R,786
Region XIII (Caraga),City of Bayugan,Mt. Ararat,,R,348
Region XIII (Caraga),City of Bayugan,Mt. Carmel,,R,2375
Region XIII (Caraga),City of Bayugan,Mt. Olive,,R,1593
Region XIII (Caraga),City of Bayugan,New Salem,,R,715
Region XIII (Caraga),City of Bayugan,Pinagalaan,,R,1410
Region XIII (Caraga),City of Bayugan,San Agustin,,R,697
Region XIII (Caraga),City of Bayugan,San Juan,,R,4054
Region XIII (Caraga),City of Bayugan,Santa Teresita,,R,1967
Region XIII (Caraga),City of Bayugan,Santo Niño,,R,1551
Region XIII (Caraga),City of Bayugan,Taglibas,,R,499
Region XIII (Caraga),City of Bayugan,Tagubay,,R,891
Region XIII (Caraga),City of Bayugan,Villa Undayon,,R,1444
Region XIII (Caraga),Bunawan,Bunawan Brook,,U,5952
Region XIII (Caraga),Bunawan,Consuelo,,U,10387
Region XIII (Caraga),Bunawan,Libertad,,U,6856
Region XIII (Caraga),Bunawan,Mambalili,,R,3349
Region XIII (Caraga),Bunawan,Poblacion,,R,4983
Region XIII (Caraga),Bunawan,San Andres,,R,4406
Region XIII (Caraga),Bunawan,San Marcos,,R,1147
Region XIII (Caraga),Bunawan,Imelda,,R,1575
Region XIII (Caraga),Bunawan,Nueva Era,,R,1773
Region XIII (Caraga),Bunawan,San Teodoro,,U,7084
Region XIII (Caraga),Esperanza,Anolingan,,R,1449
Region XIII (Caraga),Esperanza,Bakingking,,R,424
Region XIII (Caraga),Esperanza,Bentahon,,R,1078
Region XIII (Caraga),Esperanza,Bunaguit,,R,1839
Region XIII (Caraga),Esperanza,Catmonon,,R,1938
Region XIII (Caraga),Esperanza,Concordia,,R,811
Region XIII (Caraga),Esperanza,Dakutan,,R,3453
Region XIII (Caraga),Esperanza,Duangan,,R,1658
Region XIII (Caraga),Esperanza,Mac-Arthur,,R,222
Region XIII (Caraga),Esperanza,Guadalupe,,R,4111
Region XIII (Caraga),Esperanza,Hawilian,,R,2747
Region XIII (Caraga),Esperanza,Labao,,R,980
Region XIII (Caraga),Esperanza,Maasin,,R,1099
Region XIII (Caraga),Esperanza,Mahagcot,,R,951
Region XIII (Caraga),Esperanza,Milagros,,R,1508
Region XIII (Caraga),Esperanza,Nato,,R,2039
Region XIII (Caraga),Esperanza,Oro,,R,2183
Region XIII (Caraga),Esperanza,Poblacion,,U,5219
Region XIII (Caraga),Esperanza,Remedios,,R,1611
Region XIII (Caraga),Esperanza,Salug,,R,1433
Region XIII (Caraga),Esperanza,San Toribio,,R,2103
Region XIII (Caraga),Esperanza,Santa Fe,,R,2254
Region XIII (Caraga),Esperanza,Segunda,,R,342
Region XIII (Caraga),Esperanza,Tagabase,,R,883
Region XIII (Caraga),Esperanza,Taganahaw,,R,402
Region XIII (Caraga),Esperanza,Tagbalili,,R,1051
Region XIII (Caraga),Esperanza,Tahina,,R,1226
Region XIII (Caraga),Esperanza,Tandang Sora,,R,854
Region XIII (Caraga),Esperanza,Agsabu,,R,931
Region XIII (Caraga),Esperanza,Aguinaldo,,R,729
Region XIII (Caraga),Esperanza,Balubo,,R,913
Region XIII (Caraga),Esperanza,Cebulan,,R,690
Region XIII (Caraga),Esperanza,Crossing Luna,,R,1441
Region XIII (Caraga),Esperanza,Cubo,,R,817
Region XIII (Caraga),Esperanza,Guibonon,,R,329
Region XIII (Caraga),Esperanza,Kalabuan,,R,326
Region XIII (Caraga),Esperanza,Kinamaybay,,R,885
Region XIII (Caraga),Esperanza,Langag,,R,1125
Region XIII (Caraga),Esperanza,Maliwanag,,R,262
Region XIII (Caraga),Esperanza,New Gingoog,,R,503
Region XIII (Caraga),Esperanza,Odiong,,R,598
Region XIII (Caraga),Esperanza,Piglawigan,,R,2055
Region XIII (Caraga),Esperanza,San Isidro,,R,396
Region XIII (Caraga),Esperanza,San Jose,,R,197
Region XIII (Caraga),Esperanza,San Vicente,,R,388
Region XIII (Caraga),Esperanza,Sinakungan,,R,443
Region XIII (Caraga),Esperanza,Valentina,,R,457
Region XIII (Caraga),La Paz,Bataan,,R,2051
Region XIII (Caraga),La Paz,Comota,,R,2001
Region XIII (Caraga),La Paz,Halapitan,,R,663
Region XIII (Caraga),La Paz,Langasian,,R,1364
Region XIII (Caraga),La Paz,"Osmeña, Sr.",,R,1781
Region XIII (Caraga),La Paz,Poblacion,,U,5753
Region XIII (Caraga),La Paz,Sagunto,,R,1990
Region XIII (Caraga),La Paz,Villa Paz,,R,2194
Region XIII (Caraga),La Paz,Angeles,,R,1019
Region XIII (Caraga),La Paz,Kasapa II,,R,1304
Region XIII (Caraga),La Paz,Lydia,,R,1879
Region XIII (Caraga),La Paz,Panagangan,,R,3346
Region XIII (Caraga),La Paz,Sabang Adgawan,,R,1858
Region XIII (Caraga),La Paz,San Patricio,,R,1171
Region XIII (Caraga),La Paz,Valentina,,R,2595
Region XIII (Caraga),Loreto,Binucayan,,R,3138
Region XIII (Caraga),Loreto,Johnson,,R,1691
Region XIII (Caraga),Loreto,Magaud,,R,3552
Region XIII (Caraga),Loreto,Nueva Gracia,,R,2561
Region XIII (Caraga),Loreto,Poblacion,,U,7107
Region XIII (Caraga),Loreto,San Isidro,,R,1634
Region XIII (Caraga),Loreto,San Mariano,,R,2501
Region XIII (Caraga),Loreto,San Vicente,,R,2335
Region XIII (Caraga),Loreto,Santa Teresa,,R,2244
Region XIII (Caraga),Loreto,Santo Tomas,,R,4363
Region XIII (Caraga),Loreto,Violanta,,R,1572
Region XIII (Caraga),Loreto,Waloe,,R,2426
Region XIII (Caraga),Loreto,Kasapa,,R,1975
Region XIII (Caraga),Loreto,Katipunan,,R,633
Region XIII (Caraga),Loreto,Kauswagan,,R,2153
Region XIII (Caraga),Loreto,Santo Niño,,R,1321
Region XIII (Caraga),Loreto,Sabud,,R,2674
Region XIII (Caraga),Prosperidad ,Aurora,,R,3067
Region XIII (Caraga),Prosperidad ,Awa,,R,2091
Region XIII (Caraga),Prosperidad ,Azpetia,,R,2326
Region XIII (Caraga),Prosperidad ,Poblacion,,U,13559
Region XIII (Caraga),Prosperidad ,La Caridad,,R,1733
Region XIII (Caraga),Prosperidad ,La Suerte,,R,1809
Region XIII (Caraga),Prosperidad ,La Union,,R,1812
Region XIII (Caraga),Prosperidad ,Las Navas,,R,1715
Region XIII (Caraga),Prosperidad ,Libertad,,R,1071
Region XIII (Caraga),Prosperidad ,Los Arcos,,R,2817
Region XIII (Caraga),Prosperidad ,Lucena,,R,3491
Region XIII (Caraga),Prosperidad ,Mabuhay,,R,2447
Region XIII (Caraga),Prosperidad ,Magsaysay,,R,2466
Region XIII (Caraga),Prosperidad ,Mapaga,,R,1615
Region XIII (Caraga),Prosperidad ,New Maug,,R,1679
Region XIII (Caraga),Prosperidad ,Napo,,R,1176
Region XIII (Caraga),Prosperidad ,Patin-ay,,U,9695
Region XIII (Caraga),Prosperidad ,Salimbogaon,,R,873
Region XIII (Caraga),Prosperidad ,Salvacion,,U,2917
Region XIII (Caraga),Prosperidad ,San Joaquin,,R,1781
Region XIII (Caraga),Prosperidad ,San Jose,,R,2870
Region XIII (Caraga),Prosperidad ,San Lorenzo,,R,1614
Region XIII (Caraga),Prosperidad ,San Martin,,R,2375
Region XIII (Caraga),Prosperidad ,San Pedro,,R,738
Region XIII (Caraga),Prosperidad ,San Rafael,,R,2063
Region XIII (Caraga),Prosperidad ,San Salvador,,R,1642
Region XIII (Caraga),Prosperidad ,San Vicente,,U,3687
Region XIII (Caraga),Prosperidad ,Santa Irene,,U,6629
Region XIII (Caraga),Prosperidad ,Santa Maria,,R,1951
Region XIII (Caraga),Prosperidad ,La Perian,,R,965
Region XIII (Caraga),Prosperidad ,La Purisima,,R,2802
Region XIII (Caraga),Prosperidad ,San Roque,,R,845
Region XIII (Caraga),Rosario,Bayugan 3,,U,14848
Region XIII (Caraga),Rosario,Cabantao,,R,1892
Region XIII (Caraga),Rosario,Cabawan,,R,1570
Region XIII (Caraga),Rosario,Marfil,,R,1914
Region XIII (Caraga),Rosario,Novele,,R,2653
Region XIII (Caraga),Rosario,Poblacion,,U,5431
Region XIII (Caraga),Rosario,Santa Cruz,,U,9479
Region XIII (Caraga),Rosario,Tagbayagan,,R,2447
Region XIII (Caraga),Rosario,Wasi-an,,R,4651
Region XIII (Caraga),Rosario,Libuac,,R,3208
Region XIII (Caraga),Rosario,Maligaya,,R,1517
Region XIII (Caraga),San Francisco,Alegria,,U,8007
Region XIII (Caraga),San Francisco,Bayugan 2,,U,5708
Region XIII (Caraga),San Francisco,Borbon,,R,2835
Region XIII (Caraga),San Francisco,Caimpugan,,R,1889
Region XIII (Caraga),San Francisco,Ebro,,R,1201
Region XIII (Caraga),San Francisco,Hubang,,U,3720
Region XIII (Caraga),San Francisco,Lapinigan,,U,5324
Region XIII (Caraga),San Francisco,Lucac,,R,1661
Region XIII (Caraga),San Francisco,Mate,,U,1422
Region XIII (Caraga),San Francisco,New Visayas,,R,1962
Region XIII (Caraga),San Francisco,Pasta,,R,3160
Region XIII (Caraga),San Francisco,Pisa-an,,U,3647
Region XIII (Caraga),San Francisco,Barangay 1 ,,U,5579
Region XIII (Caraga),San Francisco,Barangay 2 ,,U,2492
Region XIII (Caraga),San Francisco,Barangay 3 ,,U,3569
Region XIII (Caraga),San Francisco,Barangay 4 ,,U,3392
Region XIII (Caraga),San Francisco,Barangay 5 ,,U,6058
Region XIII (Caraga),San Francisco,Rizal,,R,756
Region XIII (Caraga),San Francisco,San Isidro,,U,4422
Region XIII (Caraga),San Francisco,Santa Ana,,R,1577
Region XIII (Caraga),San Francisco,Tagapua,,R,2600
Region XIII (Caraga),San Francisco,Bitan-agan,,R,1099
Region XIII (Caraga),San Francisco,Buenasuerte,,R,1300
Region XIII (Caraga),San Francisco,Das-agan,,R,1720
Region XIII (Caraga),San Francisco,Karaus,,U,3717
Region XIII (Caraga),San Francisco,Ladgadan,,R,1050
Region XIII (Caraga),San Francisco,Ormaca,,R,893
Region XIII (Caraga),San Luis,Anislagan,,R,1704
Region XIII (Caraga),San Luis,Baylo,,R,1448
Region XIII (Caraga),San Luis,Coalicion,,R,2678
Region XIII (Caraga),San Luis,Culi,,R,1142
Region XIII (Caraga),San Luis,Nuevo Trabajo,,R,2256
Region XIII (Caraga),San Luis,Poblacion,,R,1755
Region XIII (Caraga),San Luis,Santa Ines,,R,2114
Region XIII (Caraga),San Luis,Balit,,R,1062
Region XIII (Caraga),San Luis,Binicalan,,R,2892
Region XIII (Caraga),San Luis,Cecilia,,R,1195
Region XIII (Caraga),San Luis,Dimasalang,,R,1768
Region XIII (Caraga),San Luis,Don Alejandro,,R,2546
Region XIII (Caraga),San Luis,Don Pedro,,R,234
Region XIII (Caraga),San Luis,Doña Flavia,,R,2827
Region XIII (Caraga),San Luis,Mahagsay,,R,1016
Region XIII (Caraga),San Luis,Mahapag,,R,749
Region XIII (Caraga),San Luis,Mahayahay,,R,1332
Region XIII (Caraga),San Luis,Muritula,,R,905
Region XIII (Caraga),San Luis,Policarpo,,R,612
Region XIII (Caraga),San Luis,San Isidro,,R,898
Region XIII (Caraga),San Luis,San Pedro,,R,1131
Region XIII (Caraga),San Luis,Santa Rita,,R,349
Region XIII (Caraga),San Luis,Santiago,,R,568
Region XIII (Caraga),San Luis,Wegguam,,R,609
Region XIII (Caraga),San Luis,Doña Maxima,,R,1406
Region XIII (Caraga),Santa Josefa,Angas,,R,3516
Region XIII (Caraga),Santa Josefa,Aurora,,R,2969
Region XIII (Caraga),Santa Josefa,Awao,,R,2100
Region XIII (Caraga),Santa Josefa,Tapaz,,R,1647
Region XIII (Caraga),Santa Josefa,Patrocinio,,R,2869
Region XIII (Caraga),Santa Josefa,Poblacion,,U,4773
Region XIII (Caraga),Santa Josefa,San Jose,,R,2352
Region XIII (Caraga),Santa Josefa,Santa Isabel,,R,1737
Region XIII (Caraga),Santa Josefa,Sayon,,R,2631
Region XIII (Caraga),Santa Josefa,Concepcion,,R,950
Region XIII (Caraga),Santa Josefa,Pag-asa,,R,888
Region XIII (Caraga),Talacogon,BuenaGracia,,R,2187
Region XIII (Caraga),Talacogon,Causwagan,,R,3132
Region XIII (Caraga),Talacogon,Culi,,R,566
Region XIII (Caraga),Talacogon,Del Monte,,U,7777
Region XIII (Caraga),Talacogon,Desamparados,,R,1864
Region XIII (Caraga),Talacogon,Labnig,,R,3426
Region XIII (Caraga),Talacogon,Sabang Gibung,,R,833
Region XIII (Caraga),Talacogon,San Agustin ,,U,4012
Region XIII (Caraga),Talacogon,San Isidro ,,R,987
Region XIII (Caraga),Talacogon,San Nicolas ,,U,2360
Region XIII (Caraga),Talacogon,Zamora,,R,1316
Region XIII (Caraga),Talacogon,Zillovia,,U,4856
Region XIII (Caraga),Talacogon,La Flora,,R,1397
Region XIII (Caraga),Talacogon,Maharlika,,R,961
Region XIII (Caraga),Talacogon,Marbon,,R,1844
Region XIII (Caraga),Talacogon,Batucan,,R,2160
Region XIII (Caraga),Trento,Basa,,R,2587
Region XIII (Caraga),Trento,Cuevas,,R,2576
Region XIII (Caraga),Trento,Kapatungan,,R,4992
Region XIII (Caraga),Trento,Langkila-an,,R,2295
Region XIII (Caraga),Trento,New Visayas,,R,902
Region XIII (Caraga),Trento,Poblacion,,U,18923
Region XIII (Caraga),Trento,Pulang-lupa,,R,3728
Region XIII (Caraga),Trento,Salvacion,,R,2498
Region XIII (Caraga),Trento,San Ignacio,,R,1035
Region XIII (Caraga),Trento,San Isidro,,R,1875
Region XIII (Caraga),Trento,San Roque,,R,1233
Region XIII (Caraga),Trento,Santa Maria,,R,4735
Region XIII (Caraga),Trento,Tudela,,R,1742
Region XIII (Caraga),Trento,Cebolin,,R,1152
Region XIII (Caraga),Trento,Manat,,U,3664
Region XIII (Caraga),Trento,Pangyan,,R,555
Region XIII (Caraga),Veruela,Binongan,,R,1520
Region XIII (Caraga),Veruela,Del Monte,,R,1653
Region XIII (Caraga),Veruela,Don Mateo,,R,1489
Region XIII (Caraga),Veruela,La Fortuna,,U,5669
Region XIII (Caraga),Veruela,Limot,,R,1183
Region XIII (Caraga),Veruela,Magsaysay,,R,1092
Region XIII (Caraga),Veruela,Masayan,,R,1495
Region XIII (Caraga),Veruela,Poblacion,,U,5413
Region XIII (Caraga),Veruela,Sampaguita,,U,5667
Region XIII (Caraga),Veruela,San Gabriel,,R,2461
Region XIII (Caraga),Veruela,Santa Emelia,,R,1216
Region XIII (Caraga),Veruela,Sinobong,,R,3856
Region XIII (Caraga),Veruela,Anitap,,R,641
Region XIII (Caraga),Veruela,Bacay II,,R,985
Region XIII (Caraga),Veruela,Caigangan,,R,1174
Region XIII (Caraga),Veruela,Candiis,,R,636
Region XIII (Caraga),Veruela,Katipunan,,R,768
Region XIII (Caraga),Veruela,Santa Cruz,,R,978
Region XIII (Caraga),Veruela,Sawagan,,R,1160
Region XIII (Caraga),Veruela,Sisimon,,R,652
Region XIII (Caraga),Sibagat,Afga,,R,3374
Region XIII (Caraga),Sibagat,Anahawan,,R,604
Region XIII (Caraga),Sibagat,Banagbanag,,R,848
Region XIII (Caraga),Sibagat,Del Rosario,,R,196
Region XIII (Caraga),Sibagat,El Rio,,R,1480
Region XIII (Caraga),Sibagat,Ilihan,,R,1262
Region XIII (Caraga),Sibagat,Kauswagan,,R,328
Region XIII (Caraga),Sibagat,Kioya,,R,850
